Identity;Vote_account;Active_stake
GLua513WHd71pPq666dMtMa2BN9GvHZPpjwu6AZgjen9;BHgTgdTRFu2VqS3B2Nba3QX1YpqEz5HFefLsECLjDUfR;0.002
4Dr9H6UwH4G999T4ninW9QMTHGFYd6kdVcLuKYYZdCtk;HGhheBHQgNQQXyMiH8a95gkkzJAPEGSRzBDxStxpbTZ3;0.002
nmihalchenkow;JCHsvHwF6TgeM1fapxgAkhVKDU5QtPox3bfCR5sjWirP;0.002
5SazhHHkvB5SWLUjuSCBms1N1JE4AN1uXMeG69BaAfXY;ByBWq3yFRdkxZap6QZSfKx1WA6LSCKhGhRGqxT3mAbHw;0.002
DPzPs4KyDJgum3Xagi4MbYcTMrZKG9gS8GBGjvMyKK7G;8BdTWgytNJpBoVYppiftMMwFcPB2GddzE6TnFamXPqBj;0.002
Mila;6ffMj7zE7u9PKBzQHfv5nsHEGvDXZkntLnFeXRRudEEH;0.002
6RFbeXzEyabceq71fMBLuBVofWedpZAu2nK9vNbZiqei;8kcrp8M2c5LGYThHQxVgsp7BGfGjHZ9fLHa6YN3YpFNa;0.002
Ej6SaGXPK3M1GSbGr4poT6cSnrWF9Xz4EaSjrYRB6wNR;Fm6MPK1braxNYP4c3dpCQNMY37XRfZykoyBWL2cX1a6p;0.002
4XWCo6EYA1z2JXiLTE5TMzZHJYLAY3CHDiKs44RZTB8b;5cy9aBTvFZXMXmn1gqaN6VP5pQR4VPnTG4nbLDBAhFzV;0.002
MAX;FSH9xke8FBpx6YxEEzNXVWgjmT3G5SN9HpipmCSVamV;0.002
4cW7HpFQsR4K7J4LnjmomZ5qVEA6yQyrQQYD5fXUTUhS;7xBA8hfi9n7CNVXdKjzao98mvJeYVm2VZmEB4jXvtbuD;0.002
HdvQVehP9tBLsH1NC4nBiHXyF4rwpAFPrXDsbdHJfiuV;3ckBi9tmx1EEnTrSF9xaK9HRusjNnckEsExD3x8xfagJ;0.002
3j8offatZKD4pHa3YeByC9Pe6b4BerqsnMhpf9Sb22Ft;Hsg5uBGQ11EjGwnKeTExpZP8qaXgide5Yf7Jy86uqywr;0.002
Crwnzo8MLxWUqE6YF6WhRhBnRg2oCwfxhTe7bN5KSByh;5dbGprZmtgVwmDdXo9MzNrgJ3KEzTMuy9tLQyfQoi65k;0.002
5AYc1GoArCvyHMa6Z5rttxbqk9XJbejLQg9V2Yr9hbbr;6WeYy8AYNrC1KPDyqjyPDXCURKnhXQnvznQ5GxngyFUW;0.002
8d8P37UtaJg59ECBNZoqFAo4UbmpbRBJwjjZj4Zzp398;2sHEn8tJ6yEGvCDcFY7zBFQZbFDu1g47ixVsVLRAqR1u;0.002
7ZoaAr89dQMEsAMcEx8gbBeVMAess9DujSmz6y5yuvvR;DWqXepa5ufu1ju5pfdRr9exUZLkzzcFxvbm352CPdiu4;0.002
Bp2JaptVWfP1tBuKXv3GLFvEpYtNtHLTQb1Svt73Pu2H;7xLF6cxqjEzunLVVsTGtUzMhsXQFSgbJjxAByLZNqxYs;0.002
ENwBCbmajjNY8JH7iioTMSEpoKLeNBPASM1dQJng9JHK;Gzuw4vqXxhwXxssp7htsxTVLze4YQmKFron7dDjxZfjw;0.002
3YnsdchM25r7pftvPRQ45ki6FFHBn7mNEXxsfpswKNZz;A465fkGZut4A7FncUvzbCzGD8QE98yn2Lm8grr93c9dV;0.002
AzXqqAKPNhmBG8Jn7xiKmJ1VCduVKVs1Sy8VGo1UFrqw;HwS6NkG6XFd1umE2ZySrtd2viuoAbbEKrQFSi8Rwdvnd;0.002
4LbxX6cVFwoR8ZGm4B52pqhw7TqZgjLQpPA6THSWNTi5;AXHfMt4zGjC2JU6gUkHHb8QWk8DDSbMk341H7NxQCa4t;0.002
FwKu44XtG7P6vnsk9VTYSga8RtKs3rpUpt4zKK62Kv8v;Hhmk2Vrywmxm7SXQpBNQKEmc35EFcv4cN5cuK5NNKDjs;0.002
DNMPoZCT1CTtajRkAAvD7UwWznVRSsfQZDpdETb29Kfb;4FaZw6e4VTrnAb1Ua6VefVYSn8YFiC6jZ8kT9Ld6GBxW;0.002
3ZqzjqNTwAw1i6f4Dmkc5xMUQbJGY8sBLuyWamqZmiBw;CBWhs4dy6wfLyuEZX82CT3WHKKFdcDgRUTPqiq7r36WN;0.002
HAomcZF1G1Hoa6veBvW3G7eGsxnvknXHRGv2MvacE78e;791uFbnuVjTn76TRgRuo1XPKaCKP9EV7iahfYj8BjgFr;0.002
vqrcoQNNV3i3KjfdS4BJkMFQHfpouHPkzMq4tjcRMsL;F8WnGTm7wdqGzDWisKjDbZSbznJhQVh9EJDZLHzqQsGV;0.002
HPdVgk7NhewBTKDCyqKYFXLu3pErnUo5W9KLSLd18JJv;FvoZJRfV8LWMbkMeiswKzMHSZ2qvU8KVsEkUaW6MdN8m;0.002
GE94tJghY4s8ohFYBiWxQMXu1hoo9XcbHdTendPTxjmJ;55nFCcPUeEig3Vb2evH4TfXh9pnPQGo4Yq7YJ5vyVUvJ;0.002
G4zdjqWoQWFbEKUoeCGEA1gGFyscWHdN966tAGaPqDRf;3Le35iTn2KXRfomruXiDLcMd4BVLKYVgQ7yssmrFJZXx;0.002
AShNHGUHx4dM6RNY1eVw9BZYvwxswLKgqziAHwh3XZne;CroZVDJM6dBS6DtR8wkaxBfxvc3gaWissAMqMnA4N1wm;0.002
G1Hty5ERV8SzGzh4EJp69zyWhY3Jq5biLraR1tpakcn3;D3WtKqiGps8qivjm3VxJkrPJ7qvvm2KUNECc4bAtgoYH;0.002
homiak;EEdseGfQnkSE8Dj7NffoXrpTirk1xaS1bMRejszF4fAb;0.002
8XdfzCAkynSsvDqUi52Nadh4zwdbEUZt6jTWgdDRT2hP;82i44rYBNvdPiBBeaCvUGMw1Djg8xiwDiAB4bM6osUBy;0.002
BM9pK8DhaMz9ey85Jp1nKLWrU47VU5jbCfvZCJd4Bn97;FvK7juXoT9H434JCj2sZAwHgWcrujjKUFWvMaWtyU7kh;0.002
FzKYWBEcKSzFRJxWBJp9tcreAdrDFk22Jxx1zPxMfG8e;Fuuuh3UhCSF7Ykv4LBQgAusMQtjkM8Ho8k9rWcCqGtb4;0.002
3E1LNKQuJoLpRbr7RUpL6QWKnLLE6CRiknvCm2osn9EW;9XZmY7Jm3gqfoJNVXp71J9upHGVwddqDHqnJF8vzXcNt;0.002
mPyXKL6VjHwuwUWnCbLw7aTPfjF8dSXQtLSuCFQbqNB;6HwstKwMNRpVJBE8dAugpFUugRe9vj43VSKhuZss6mZP;0.002
2TK3RFC5yeWe42pqG495kusEx62y6UdYPzC8BbvaTE9z;JBvqybAVc98GrvhjF7EXVdrgaZAEyy3Gi6D7uT3qsFwr;0.002
AXrSStSdmJuEubQx5bYx7aEDZ1zmt4CjrHvEmTNNenkV;Psbmr1qMd1qPAGaSw7epc7TYv1pxyvoUhCwSQJ2RykU;0.002
FXGTs4cMBTSygopa4rfTY2V3rbuaaGpVXzZtmjhi1BRz;HLihQRmB92m3wTeEZzYZz3rRLjkq1zdTGehdAVodQvKn;0.002
CecqS9LhMsTo5YvZwbjjhXg2KzZa1qP9bGvw5K6ECkT5;7SkxD5JzbJCt1AZMMmU4Luiz7g93eSgLsGV7SQyYYR2u;0.002
GrJGoZLTr48WyggRT7MUDyhEeuSDymPBxVLAuTZRDn48;GuREg5ti2Pg77MXVvnPhwczjWWjRW56jb8EyKUaesrid;0.002
7h6wxQpDatP6WSmifzCGv3pRb8UHYV8Eyo2nFSbN79Uv;CtPVrVHadXPy6EJcs4sPSS6EWm8bF7uM9DSuCxf6PP8g;0.002
mPyXKL6VjHwuwUWnCbLw7aTPfjF8dSXQtLSuCFQbqNB;6HwstKwMNRpVJBE8dAugpFUugRe9vj43VSKhuZss6mZP;0.002
Eo81oLDsgQ6kyGxkPpG4dN6LfzC7Y5jVipQtJndE3g3P;AYfVvsDHPt5Xqzy8Abcumsah9SR7bkjVXdzD5dRbbNmm;0.002
3sX1mjMp6XYckM3hA7o6v9BikKTNNtyywFKESpVkngqR;6hVDgmWqiiYm5SdNQ8buDSgoFhPUZsTWxjDpCH466qNH;0.002
7uepf5FcsBEWBnvynN2rUA3693XaF4YFpJudnrjeqBRm;8sZ92vJxQ3dDyf1LJiHX5A2PEmZ18cSaozHziTNRvLwF;0.002
BjKrPMxKuM3cfH2VEoHTJsWGehFcKiGjVXmBRmKsWtCV;9DsSqMHnrSXkyHtG8sN4zPhjrsRUgfP9vBQ6hFEpEwM;0.002
FimYWvDdVv7r41FF4TBr2zhLpcrsnN5Wr5ZUrojANVev;BEnXovPGU8DgHTTpaHt4eTeJxmbBcEDxd8fFvR7PDvpY;0.002
Perf1UR2MyPK7RzTj5kBfNTDoJuhKraZ3oGt58QNwRc;FE2GBg7KhfCMtHUQm2hRHqiCdZxQg5wKVghxUCHKzggm;0.002
CckDC2DHo83kb8gaTZyras6hWUDBre6DNUkobdVqGMaj;42GfJFeWySe1zt7xYxXNFK1E2V7xXnf1Jpc6B4g63QTm;0.002
68RR1enSpGDXoHFwxa7Zt6TtomEUfgLbb6WfY2Q1yrPe;5A4UVLifj5VJ213qY95o8UxKLdBkwyHue2atbRRogbLe;0.002
AVWUjHQW5Eocbq4dPsFsMLc1WKHvXHVEeiQYv6pVvMkW;Foo9xhhkDqP24egwYNaWcTh2ZdAAV79UJSuemrsMisLt;0.002
J6m8NghghmHhx9xbsb1DeGdF9C1KNM56XsqFaYfV6RnH;7cMFKn5AqUvprbguSik3xBn8V1eJSDoT6fJcwE1CbQvW;0.002
9bLEjf8SjumDs28WqUfoSnyh9Eg2VwQZGMrxxrWhvLWo;FGanR6t8xwDdmkxGp5xoWHvocozfdbtjnFdkXvpy8dbh;0.002
69ePzyvujMDcxyt1aRR59kbEcGtEtH7pVNgMVVu3sEfb;CrZEDyNQfbxakxdFYzMc8dtrYq4XDoRZ51xBa12skDpJ;0.002
5AYc1GoArCvyHMa6Z5rttxbqk9XJbejLQg9V2Yr9hbbr;6WeYy8AYNrC1KPDyqjyPDXCURKnhXQnvznQ5GxngyFUW;0.002
AXrSStSdmJuEubQx5bYx7aEDZ1zmt4CjrHvEmTNNenkV;Psbmr1qMd1qPAGaSw7epc7TYv1pxyvoUhCwSQJ2RykU;0.002
DDSruXPMRCENX6UtmmkwALNsMnZsWHzXm63rcF3AxEoj;BPPTYdvJPNGFQ5RUwwXVYBKotJvnbuLgFEUNvRixRRGs;0.002
AobsKtYJqHHXgw1mbJXpMMfz7ksivYqD6mxNSwqs5jJU;Bpf6nNTfVgxAA9BWWQtQaYSyBXFccdDxq2mnCBBAyNnd;0.002
CPzfadp7mjnXMuRt9TxstExXXJHqSmJQb7gFdf3Ed8rT;9Gy7YX8S3C2df5ghdQQuspRYw5rJMns1ZhSxeYNkmdwP;0.002
CgX9oSHcpXjKKxUpLbrgNKWrk3ff4cQidfsf96AkMBke;5RbNzJrGrfoSgoDCMvx3n8jLAVzTjAjy9dfKFUR3enAy;0.002
2Qkj36fijoE3aA5QTykYP9ZJrciw14aKqUqy3y3qUneY;H372sYDhyrLbQj7GM6xR3Qq7gx32Vg8EcxRHTEmkMu5o;0.002
3FMcT3TQxUerv56zvozFXGYdwHJQwqsmJHTSrgWHQiVE;7sAavh5ocmsYEAbXddTcduR5XaYeV2qTDotbDWi989PW;0.002
5zkUtCzdNqpXwF5FFu77VbePnLAo8B2WQU3CSTYHecpq;BfUy6zGqC7vW2SqTrxismVXRgTH5FiMKKPaMxcYDshMq;0.002
54SNYusX5EF6zJJDq1dwTPbWbX38K1ixtEpH8cqSLNGg;Ac54uDNG5XXruxxFUryBnYjQobChWeYB2Lj7wDPshnv5;0.002
8uRxxMFvUGBsY97g3aWv4DQed3xbqauL21D2U5Dw3LC2;3HrQxtYBVA6SCmr2vUM3odcjpxyq1CN1dtvtCStYywPC;0.002
4aYqa1pT9T9GwQJrxaCvPqpCQfRftNqyxowGKGvvzz32;DEiU4gssYyW9vYC7x7NyA1zcP56WSbEkt7k9owCPPfRj;0.002
GPqeda1VzaXKcTJVjmD1sSSBgun8Ygu3ZuWRq2WDNNQp;Dn1qseaTD9269EvdpWGLZhaNY1PKbjjdRZcffeqKCFR5;0.002
HAomcZF1G1Hoa6veBvW3G7eGsxnvknXHRGv2MvacE78e;791uFbnuVjTn76TRgRuo1XPKaCKP9EV7iahfYj8BjgFr;0.002
uMSgHLmbksQav7zjReRUBYUa5pxMTpzP5YUeYLJbdor;2qJHXAzWHdnYJr2eosEqhoddephQChSCESdnJCPkd9tA;0.002
6z2eX76KzQKGrFX41SxP6Cb9eu84P5Pokb1ouu2JhWNb;DUgjvHMiBPpcwGSTcNnGWxDUyyjtSc2jHkUn87WVrmZw;0.002
HNJsPRbNSZuRKJAiJ7B4EG6RUFeTNoPoYXJuqr9z8DzS;Dutzk7ZpCyEM7wm6SfUB75wYTfR3R72q7iw1FPs9DDmy;0.002
3WyNiCkaM6V6AorEUSG8W3zgfVgGKA3W7QGTkSfH8fXN;9b9F4xYHMenZfbD8pSLm45oJfoFYPQ9RVWPXSEmJQzVn;0.002
9cCGLRpWTe1WuoK9yTwsyfGdnSWUXGzpJfSZwNrFf57t;7Fe73ymbBLH6SPBtFZp5u2AvTnWyfTnQabqXuP8P5CT6;0.002
6kTJYbhT6SAbr7tLP2DrAQpCBEnNboJAP1QaXg5W2JNC;Dg6DbcX4PKHEXeJdrwZCgoazvcVbQK4mWbB8GzG84pvn;0.002
6wc496Ym1YRyizzCQPgFGcCd8WEpada5U9R2XS43Ms9;Dhg3zu2QNArh499hhNwvfws3TJUAGcED3P1afsWMe6zJ;0.002
Gf3dqf8wDTnVEnQh9HrqJx7V1nWRV5usSrFcVvRJUgFi;Dtwjm5bmZcpXY1YeTQ6cUhuyUXSasSjLUdcYMkY3o8ef;0.002
h929eBtru8jgHcuQgJeSvJJnpZNU4JwEYw3s2YQqEXj;3R8K6iWxNHmKSBcN3taMU2YuzfuNMRjdphnLtsG1TwZq;0.002
5bzwxePor9fNUjMhmx3mWoankZyBci8hrK5DLrExgaZc;Gjpy5mTSRL2JxWNT52fgtNoMeCFWfvBY6ZDDMvw2B46w;0.002
6CWbeChc7pzBgwT7Zi6QyJaRxGjXL7mpbEfH88w2hq6g;7tFV8yR8voiJxJcfpvP15smJfSwR1PaeN63tMW9sRWNz;0.002
6stbr1SZ6zSiandqDPNRKgApT5WPWxPdmZsQcD5wATpW;DZVbCCRTbSdyhRBa96rKh3CmX31TFi38CtVZpmoPLzBR;0.002
54QhJ9ZPLRVv4oRM7io15Fa2ATWQTydgTEpQXaUmqPHo;Amhxcj1nt4BhnmTfy3ncqaoLzVr94QEfGMYY9Lqkg9en;0.002
homiak;EEdseGfQnkSE8Dj7NffoXrpTirk1xaS1bMRejszF4fAb;0.002
F25rEtuMRTs5irWWoP5FfLmxU68ywdbp2TF9hS2Bx4Lg;9U9FA435GrerUYwG8yovEJCsBbB5ZXnUkn6p28r4Fsym;0.002
HKW2iENM9P4Mc1kepzuuYAwnMXYGJBjUagS2kUEZgqx4;8hpaVczvUK24kogYWxV6s3hajDAbaHb6KGZsVRLDoksi;0.002
A8d2w7TtBqDHzUySXu2NFHb6KeABmN1hdt8sRxAMaiVD;487vhFeBARSaG3hzmbTy1eoDE6EimfFt6JVEr9U99kCZ;0.002
FuSZq1Xkvkjkj16fGdhDtZb5ATtsZ8FH5a9KGsDhtZQP;GwAvKMYMeC1Q6PUxKGDiRhj97Bs1kxPXTSWxQZKfurrW;0.002
CHDtq2E3mfkRdamGSkV2uQFjsY5ScqQGVgmxaXHP14z2;DY4dSYQXFYzaZKapkNHt1iG2yxBf6y2mxSD7UfWfvMee;0.002
2HrWEMyfVfh3vSCsvr98EbFaAg3i2vYaH9w2mi8MYYr6;8QXUZU3TDjxpg9gAox4awS7Hn8nppCKpRvoM7rq9vadK;0.002
H3ozg2LGfbbgZcK8NmwQ7nwRq5zRPz8JaYHsuC6iKRbd;8usnMxy6YunbfrjHDHPfRcpLWXigcSvrpVohv3F2v24H;0.002
9AwCPL3XqBF5mpQx94cPhrNbhFjiibVPd7E7CdKK39pB;GDpr3rg8zbhNx1w2fXWraWGaPTAurKiRbnJU4qBcgVrK;0.002
ET1VSXdaBxy3mrFTvFe8J8AdQKGEieBUrexvyuaL2J41;AhcvnNdppGEcgdpK5gfcaZnAWz4ct8V4n7De5QiLiuzG;0.002
8GALD5ccdEPNESHu1VxzTFi1pn1Fu1hkCF6RGAETWzro;AYadiMuJidTBxTQG1pRNntvfv3wNnbYDTXtwXPSFUpCN;0.002
HCnK7JZ118w4LaJ7sYH8ARB9y5WRgAEmbrV5KBoyGMb4;HRDjVXVUfqgmPQn45cxaiECU6ZVx9SNxTC9NGPVkMCoj;0.002
auzZ9bSU3kYS6CdoG9sWo6T5K7qHA2NafRuqGzxd7Sh;61rPRUxuPb4xy6X6AmKcSf4CiNaerttpaFC3GLvUu2Ba;0.002
4cu918R2vSqDG7y7rB5mfsWVU9uokVrxvzn5C7ABGhVH;6PWPmzgTPbqNRvgb1XFPGGdJps14XFxjg6VfdiphM42b;0.002
4Dr9H6UwH4G999T4ninW9QMTHGFYd6kdVcLuKYYZdCtk;HGhheBHQgNQQXyMiH8a95gkkzJAPEGSRzBDxStxpbTZ3;0.002
7brZvwqepBtCLe5NhqcENFS8jPJagny2f9eVqZoRYhMz;RqQhSG4UFgs42mJctgWGjGk4pRQpE54pr3unxfaPf25;0.002
JBo7S7TjKtG53Jqzp4Fmq6Sq5wXMnwr8ABD14Ebr8ESa;FSGHNBCzmC9GaYUZv6XtZKTSBrgLthKmubpnupSshe3R;0.002
GHp8EbDngodenaFPcmuUGqMPTg1RU4ujCugauaGy2CRJ;3r8xWG3w84dzHfTRfye1ZMdRZa9pJFWvyET2bV7rEPbV;0.002
VBe6EM5qsv9iYc8KfohEcvfKzMzpxjVqHss6s5HKWph;AnCXGR8tp7TPNZRhRDLCRpbVCrTC6cMaoSwxGmXMfkSk;0.002
B1yLAyZxeSe6cmu8SstfXGwdt8dMrjWY888qg8D6B4wE;6v3hEkQ89u9cchjFYp2ZLeHFspQcWmJVLmp2aStB5nEt;0.002
JECUozw5WkGAL1Ao4eKi86dMHgBaSMpT7DKPJkVxUvcT;DHdYsTEsd1wGrmthR1ognfRXPkWBmxAWAv2pKdAix3HY;0.002
7dGY7orXGuD4A1482yFJ6ZC4u3kS3s6aMBN2d5XYiGxM;CF7sbJDXrx25ak8Mz7JBXu98qhnUjJ1RoCQe1UsLo3B6;0.002
J3w7UTHXhxD1RScScaLqQQBUgudvmJMr7VT35q2sqMKh;4EvWEHMyYudtYsTdupLZhmuJYNk9RzFBmrXq1Pvjgv2R;0.002
QNWRfi9Z9xZ2VHgrfcciDNKJpe8HeqXq2GvKw4c2GjA;6sgx1hJLphe5UK3YGBQ6roetRNzt5TBGoenwmZuAJUve;0.002
CjJBE9obXUAeKt4hrokUGvXcE1nP5UiW6PyBmFXWN7q7;3sRH9ZiAkKN8GYSc6XQjYiaCc9nDAUBDQ1mPLhY8YtCk;0.002
HC6xA1dfSsicikJFnawemKWqQNim3yZHXwzCPvNpwj9e;9Wz6CnPPkiu8wDbkfWpTREgEiWRN4QLykjct49DjZYEp;0.002
DqvbkPV2sCGMgHCy9byMQ1s9VJueNsGMuNYtexwdCaQh;3VRZ8nDGRPoGo7djjmJKSxXj1JnWD63ZFMibyiN1xrBH;0.002
AzXqqAKPNhmBG8Jn7xiKmJ1VCduVKVs1Sy8VGo1UFrqw;HwS6NkG6XFd1umE2ZySrtd2viuoAbbEKrQFSi8Rwdvnd;0.002
sz17pj55rogbfkc2w2BirW8beVqop8nhSvBByhiaJhZ;68PdgNn1RC2Ltz73ZY9EDzKphEwQWEDErKXpEPfqEtiS;0.002
DLiBQUytXnuXTuhhN8Mkom7rHbA9L49yiLchVBr2qDUp;5eb7FxPo4gdtFTUMNQLeFqWLhRKMjdiu7dyXt7Anp5J4;0.002
5Q1tTkjCtYFAtyZ4fxYYND8Ru65LLPuZSo8or9Keyq1h;TxDx1cjjxb15qEUSZWDpHyRnPb1vkYB8djt1scaFfhm;0.002
7EkPX4J9vNmUg9DqtEFnTRPYsQe9a4BcuLK3iawVH6d;6KmmUrKqxrogcXb1yefm975ovuhyoPfyJjVnQ7KsrqYu;0.002
HPbLEFa2gQdR1P5ScyNrz6Ui6rixUAH6wSpKNjurN3gf;EZfQsGnT6GRMVTUrnWYLyMJaMMwsneGYDkSbHos9DY2S;0.002
2vtUyYWZEWKchC4RAjPBvc3ePrRExwYx8eGHk2e7cz4U;HzHyM1ZCtLjakThcQifoSYersQy2cZTCz2Ah99beXYaL;0.002
AukaEPV87EDjqGKzNg2YBCjDC1vD2VoJFr24FN3eKWXr;AukaRvKBf8xcd5V4oWChWhiRsAsw6CVZQBVy1U5wxPKU;0.002
2DWwKJ1mUyRWbWcTuLM3K8SMm4oxvYpYC5QYhQntZywA;He7U68QpevU4VT9K5xxQL9sxTBAQ5R7obZeav19XRTQ2;0.002
2MDfXyD3cMAst9bZaziBakENtehKNoSeQ88GmeDaYhVu;GA1Z3Q5BqwxLKFxhpepgsgqHHgknw3wyLfCZCVWZAkp4;0.002
F5Dq3qoAVKN9HGoZrTmcSYKFHqVfLxkieejMuWC4kq15;wECsfV2PCzt9VkWxiNLZFNfSeroQce3s8MoGi7EGE5T;0.002
jbg9bvhhDVDNDsnBihFjKLTK1zfgzXRgZcWvf9Mu33D;HXj2GeMSxFh7qywqsE3m7CGtxhyZGHjufyM1ZKoAiYjF;0.002
G4hBkgFNwQMktMUh3aXTXBq2CTsYgZfmpfK94ALzsrrp;8k6ypMuCNYusZxwfmrVAWPhbhxgSmu7sSUJnMCow3haE;0.002
6VshfJEq7qSkRrVq6VsBYM1fbSQQieps9xs4xcV3SxQo;67WppeGg2JBxQWaFkDRQamNmRmcboXsdgKJYVxGiDn6V;0.002
AShNHGUHx4dM6RNY1eVw9BZYvwxswLKgqziAHwh3XZne;CroZVDJM6dBS6DtR8wkaxBfxvc3gaWissAMqMnA4N1wm;0.002
AyX2ccSw9uLw15SpB9Egw5HsYsraZBiNrM18EkWouQHJ;BFmCHyipf9eWB2KSCXifvm7zULWa3Q8upwJ6pwawqhUz;0.002
EFmzi26rQh48CT2ibnSa9GQ8LgAiveb7K3kNdfLoDTZp;8CB5nGGW1kRZaHAHmsq1c1kxvvFSPK6chgSn5CU2h7C9;0.002
5KRLd9So8AALiKryFQziHYmx1Swsch9XhfKTcCv2sySR;Be7kkLdpzFE3unwi5vusGD9euaVHrE7QaRg1hpH7P5CR;0.002
AbUZQyYUr8mSy5MCDWm9E315hSWMpLwvHoPJqEU29WDf;F4TutHgj3ZWrViLKDpaUXkL5wdM6K3mE6gGstG69jrC5;0.002
Bp2JaptVWfP1tBuKXv3GLFvEpYtNtHLTQb1Svt73Pu2H;7xLF6cxqjEzunLVVsTGtUzMhsXQFSgbJjxAByLZNqxYs;0.002
9g4XWkofDMLw4Z3HKtpTuRfbRKqoZyNstM9ym36wctav;9Ejo54oXu5JD9jWMkSbokeUhUF5a3YfwZvVtvWSJ1nuH;0.002
GBLbXAVLcc5vsLjZEyLQcfx8GPzV2eGMzTUsgTZVbRYn;57CWhsgAomuqhajnhDEqJud3TmFy5vDJqFcUKqwWCPuP;0.002
AQDP56PTY1mfbDrhB6yrmsYMcjyNKuUkna8cTDvHfzv3;9FEkS418ZVL95ww4EtdvB76HP1RPTJ5QQwQ12Eh5ymwK;0.002
CpPijvR2wo2aNEDjxCyBmDmY1eLC2AXNLZk3RJw2NiF6;BCFLyTNSoxQbVrTogK8n7ft1oYAgHYEdzafVfGgqz9WN;0.002
HG56ZQAVcveHQMQLXKYqjYXErM5AQEYhjPXMtzDqPuBt;CfLRV8ZS41ksYMUzcQ8joz3ruPBLTv8LmRHtNCj15ovf;0.002
BFdd2ZdkSQW3xz4QanA5ZywYpVAAoRW4TvrHsDa9AEs7;4fZYvZgzyMtyjxLg73Nz1RTaESaoJT3g1oGvoLyKpn9H;0.002
HdvQVehP9tBLsH1NC4nBiHXyF4rwpAFPrXDsbdHJfiuV;3ckBi9tmx1EEnTrSF9xaK9HRusjNnckEsExD3x8xfagJ;0.002
F3sWEJEk5tqpim2B7vS7KM3nEeD5237gKcKXBpiNyihs;H3WpREgTd7nyRf8kiSTcAPkPWVsJNZqihNP9Z6KTtQ54;0.002
nmihalchenkow;JCHsvHwF6TgeM1fapxgAkhVKDU5QtPox3bfCR5sjWirP;0.002
397dRysXbyHo5XX9QRv8DEd5Z6Vw9ZYTy8AMNXYURxr1;EreNRuWQjJDYSS5AcZCrfyVWQFqYrauYWHbMkJNNPTNJ;0.002
FDVsXpN5qV3UUnwdsdens4yLSdHhsMQ9syFPdaGS8MCJ;DmwxxNpXTqzW9rf93jTQD7fHLTvBdcqNxZLKAfBTW6rL;0.002
9D83zitknNMgyb3jf1JXpKuXP65ZgKcZ2d3ZyC3w5XJD;E1DUthPgPQHdXMtbdCfYi4f71KMnW6UrHZnJ9TkyT83f;0.002
5qCNMz5zQYQsRZ5sGKNphWVpXViCkuJ3qeujWQfVCz3E;C7meWRbJLdvzDTtytJMMKHsfmEboBgRPR4Cr2SjmHvQA;0.002
GcA3bUY9X797ivJcFmG67R5Ghy62zT4bWXubLgzSGk8B;HS2kSsdkGF7iktkPYFVsWWkUwEwj8jgvuKZiF6JNbGgy;0.002
3amDknZzLVUzy8dpdvVddCcwXhrKXXa5zbomRMVqTu8n;9278wVShBFgF5JyDbivorgcCuvdP5J4gfMDBp6vpgb2X;0.002
Y3JWEkrfgMVJeVqomjDdqLNcowzU2TtAdi6TLgArLsN;HPb7UffwnYV29n6XVz2XuUDfCB7HAW1inmPQSQRfkXau;0.002
8XpfNVqb1MZZKyC9pEqWhviwJVEc2KN4hmS2Kf2ZyAUw;C2JeGoNtZjxLqzZeYBvNrhyq5ct1gE2W8X5vy72iPooC;0.002
FPBCpv71dxm4XujtUALsbrNzPah5xwiJaeEdQ9UacW8o;2PKizznigZ8Y73hkVyYWpxMgXyAHy6FUi7P4x5a1Zxra;0.002
DAJ2cGaR9SunRkRDwCzueaQ2imKanBDxXzVD7GPFd2M;D71SXconcGZfftDKVJ5ksWD512QALK3hsBvyzvhEMxsb;0.002
3qgNhUwAgvZ5jDU6e7wwVw1pfuqqwXWsgrswx8r9c5sE;Dcc7jW7juSW9n8sXm3MzAKsxfeAGuodSC9Vybnj5cdGL;0.002
AYkr5Qf2tnQypXKs9WcNG71gvPz6mDuM6faRYC9jnZv1;6JjyRSGWNQKnrXV6CVnrH8obL6rTUZV7BjFD54WbF4V1;0.002
2CuaVuakAK6AXyUm3S4XXL2UUvBDEygwrjoVT9L6fQhB;HskwvTWtfoWuP7C3fVxRhPHAamCHwiXHb5gaZgWZBLmS;0.002
GPV1cu3RbVg13FbD1sXZikAZrGtAtB5vt2uA4Bv1Uczn;Ap3wiVMh2BJDvvvUPQMWMBCZCPeyxVhf8xjCWASoFWUa;0.002
8HCMtpxK2H1r6tQhTthEgrVDWNFhmGQdGKocsvFWnXnT;B5a4ywXhokofcZDsdVT7RH64HiqW7WxvG9hMxQYgHzZL;0.002
3Ee4BCC3vRtEQbecHcYGeu8qWeyGxVf2dojeqmM5sNrK;fernKsT2buM8xV57bs51kXk46EKVDojtrhrEA3FS81T;0.002
3gbHGCoc5zwDCPLdahZ9FetrHraj9zsj8FzJa6ojBTH5;9D4icPEhihxFHocwWLZFo5PF1KMqK1v1zmQNDANpdNXC;0.002
BczirmhqC2F31dgmUBsmNrCiGPVh4svdpBkfKJFK1nuf;85F9XWHuJ19iCgARo8P6E7yUT1mucqRHuKK9zu359hqR;0.002
