Identity;Vote_account;Active_stake
HCgu8nJjgo9RWHkyeKQVzFgX6CuF1kVYtvUc1gQrNAQb;3MiQSVriZTC1yNgwSsvXwGbk2UDLMZnZm9PGoDSsYZBf;226820.6381
7GkMBmtrTZz8QbjSe1sXvAUtz7Pp42SQxfT5ymmJD4We;J2nUHEAgZFRyuJbFjdqPrAa9gyWDuc7hErtDQHPhsYRp;223379.233
EoJLNYSqtc36po2sD3NKZpv1NEu4UmNWTdG84uJVhNkU;8Tz3KbpHjUPxFHwyvWrdoQ5K464NZb6trntqNS5qW875;222116.8439
CW9C7HBwAMgqNdXkNgFg9Ujr3edR2Ab9ymEuQnVacd1A;6D2jqw9hyVCpppZexquxa74Fn33rJzzBx38T58VucHx9;209842.8716
Monolist validator;7K8DVxtNJGnMtUY1CQJT5jcs8sFGSZTDiG7kowvFpECh;207543.4778
D1YiS12L4M2P2UF9AvxXdFQfHbRZrV8PSkwH87iG7t2A;4jJQwaucKKmwqtaYB7rZMMAmWnKuGvd4VWzw3La5Y7pQ;202987.7364
9jxgosAfHgHzwnxsHw4RAZYaLVokMbnYtmiZBreynGFP;HZKopZYvv8v6un2H6KUNVQCnK5zM9emKKezvqhTBSpEc;200000.4951
LunaNova;LunaFpQkZsZVJL2P2BUqNDJqyVYqrw9buQnjQtMLXdK;197454.1861
Vnode;3r5ZXC1yFqMmk8VwDdUJbEdPmZ8KZvEkzd5ThEYRetTk;193459.047
stake.systems;9tedbEYypEKXAMkHcg42rn3fXY1B8hB6cdE3ZTFouXLL;185115.5955
23U4mgK9DMCxsv2StC4y2qAptP25Xv5b2cybKCeJ1to3;J1to3PQfXidUUhprQWgdKkQAMWPJAEqSJ7amkBDE9qhF;180132.333
sFdbDbABGYFFMsXXRCwtTYcnmA8f6ZZ6J7igBSJTtCU;81LF3sFyx9aANNhZPTyPEULKHV1mTqd3qho7ZLQghNJL;179918.6635
12ashmTiFStQ8RGUpi1BTCinJakVyDKWjRL6SWhnbxbT;GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe;177374.0197
C37s7TGwqF6Yk1XMxBAWzEt5J2dAUP5NfyjXoZuKFi2f;JE4BXFW3iq3XWr8MfiCnsc5eTFCGfux2JKCWm33wNDXc;174184.8472
RoYFUUD7QD9aQ34UCMcwfye8dC5YvJeXz2J3mmoy5S4;2ayMCC4aizr8RGg5ptXYqu8uoxW1whNek1hE1zaAd58z;171403.6267
MoonletWallet;GMpKrAwQ9oa4sJqEYQezLr8Z2TUAU72tXD4iMyfoJjbh;170497.2739
8vNbbUAoJSuGZYeL4rtePvbFdZeRJkP7BGpbVAmV5J9g;9J7Hvujf8LZiKBaXGmA1XwYszfVenieTdta1imwoC3QD;170289.3275
b8ThsbsARWyjqWrBdU9JNFhXg8ZAjDaJtaqXXzy1sRS;CzmqDuqEpfnkptuLAcikmJrhCnhFXo8aUBj6Rto1SPAc;165790.6283
6YRhtz3UHwsD61YTPZL3hWSro8dYJELUiH2STsi9P9Qi;7DrGM5rSgw8iCnXNxgjfmy4GFy6PuKu3gsujT5TjcDaA;165566.812
BM3HeTqJyYnZ8cnTFFFZUe79FzixzUL4hZNCdcQYg2it;4MpRU9fDDSQNNTeb4v5DPZZTKupYancGksH679AKLBnt;164201.5527
61QB1Evn9E3noQtpJm4auFYyHSXS5FPgqKtPgwJJfEQk;5iZ5PQPy5Z9XDnkfoWPi6nvUgtxWnRFwZ36WaftPuaVM;163679.1457
9pBHfuE19q7PRbupJf8CZAMwv6RHjasdyMN9U9du7Nx2;FCvNkHa4U3yh7AXWGGL2jWLWiSRouR8EtzY5WVTHKTHa;163512.3468
Team MyVidster;GHRvDXj9BfACkJ9CoLWbpi2UkMVti9DwXJGsaFT9XDcD;161258.0947
2gDeeRa3mwPPtw1CMWPkEhRWo9v5izNBBfEXanr8uibX;3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7;160405.0168
FZrSKKsKfZJovcQWRQFDXz8DbHKCSRZLZqbBAGd1dG57;8FPz3JG4E3HVXxGbPZVibarva4AGXSZWx3qKLUS5uFtN;157605.0967
8n4pc4sCJtBeLfJdGyJn6EcZuhtfTiepRa9ExdJFdmEN;FnAPJkzf19s87sm24Qhv6bHZMZvZ43gjNUBRgjwXpD4v;156535.2097
SerGoB2ZUyi9A1uBFTRpGxxaaMtrFwbwBpRytHefSWZ;BWkvytz3MAiLkUbMuYK5yV1VYThbBYYQYG3gdef8NLw5;155766.3125
8T7Lxkvk95nqbQ3rk9fhL58brZJ3gq5jRyHYeAEaScLs;85XktcbZhsnbJhsb1vueeUJhpDetkk8UQ2UzobSYEjUS;153304.6511
GiYSnFRrXrmkJMC54A1j3K4xT6ZMfx1NSThEe5X2WpDe;DfpdmTsSCBPxCDwZwgBMfjjV8mF8xHkGRcXP8dJBVmrq;149495.0086
Staker Space;49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru;148554.8592
Stakeconomy - 5% fee;GNZ1PAAS33davY4Q1BMEpZEpVBtRtGvSpcTH5wYVkkVt;147324.7932
BeaCHioStqCEFDFxKwAEzyrUPYxqnBPhJ98gDKeEiTPb;BeachiopjxQxL7CaHNSZsynApiZCKx9QFVtcWNz3jDBo;147084.0807
5FbKKGdEaFcxGxxaLKVvBes2JxiKbreh8w2ZpMcSQ2a5;6n8taYki7RscA1XW7xGmevLcqj855oSgDgjPe1dZyHfW;146188.2048
CoG8d9Fp2TFJRkAmrPMiPsGhQWHzdTTVoegEp9svRgmJ;2NxEEbhqqj1Qptq5LXLbDTP5tLa9f7PqkU8zNgxbGU9P;145226.9013
7BLSDDVabHsSoD6iu1MiBamTY9HofwLkBbonSCGePXLn;Fw34MoMfRrAUPePPbfKAH9eQDizYodVXWV4fXSdjJwMa;142136.5703
FjMVTPgur1MagwPwiWwkVDgcD2Xd91oMdw5d7VHuMTgB;99yYqx5oXthkFv2gMB5DMTC8ZJrXj1oZFcjwi3qYzj14;141940.4263
WUNoB9YQXmXXRcJsjY1G8PfVag5aAfnyGmFd6YwJVwp;BDn3HiXMTym7ZQofWFxDb7ZGQX6GomQzJYKfytTAqd5g;141601.0389
Easy2Stake;D3DfFvmLBKkX9JJNEpJRXpM1pYTVPQ5dpPQRc9F49xk4;141540.509
Solana.capital;irKsY8c3sQur1XaYuQ811hzsEQJ5Hq3Yu3AAoXYnp8W;138499.1591
Coverlet;cover89z945JotsCRGdbjakJm4rnL5XspFSPgN1mVZj;137684.7185
GcJxg78aTQGeErjv2b4kcd1NVRYuB31rfhuJ2zXgrPac;G11K4toVD1rk4ri7eziJyYENZTXb8h7q59gzaoE3BCHX;137639.1939
DSRVcc1f4AcCLYqo9BsdERwATAmLXaRYA3Ya3PPjHe8J;2vZd7mdsiDiXvGUq1ASNfkYYjMJ83yYXKHA3zfmKHc4g;137629.7921
Crypto Power;5dwMHTsS52QGYVGWyui1P555XkBPzGa8uoQc7aZunLGy;137470.3699
EReBoRDj5Lv9y1FGPXxFCt1KAgZeKqa8zJNZvkoA4Uoa;9xEFsHZt2mbuGQjtVGABxpeQiNeDvj54pfsJrrrUUev6;135881.0371
2RwFJJkhr4tCTuQnZN1CFpAtn5s9pTzakagvu326W1FT;HQbdXrLm3EuFyu66mCpDS4ir9zRkhNHJVnck4vxG7jEo;135514.225
87u9BjHW2m5y7HZaboUciYcL36dSmhdS2NgCTzyFyutM;C5Tof5G3wNY1qg2z9HMfVrpQmvjUiaGj5SuYTYWeWWsm;133950.3734
3RbsAuNknCTXuLyqmasnvYRpQg3MfWZ5N7WTi7ZGqdms;4aFj9VyXDrqU4TnKWnMVuPaAVTaF4GZLLKZN2iZivW29;131505.9241
NordEHiwa6wT5TCjdeWJzpsA7DSmWQPqfSS7m2b6cv3;NoRDTy8jpkpjPR7yxahVdoEUPngbojPhFU5jb8TtY4m;125071.2143
StakeSquid;27MtjMSAQ2BGkXNuJEJkxFyCJT8dugGAaHJ9T7Gc6x4x;124722.6313
qZMH9GWnnBkx7aM1h98iKSv2Lz5N78nwNSocAxDQrbP;6JfBwvcz5QUKQJ37BMKTLrf968DDJBtwoZLw19aHwFtQ;123838.5839
r3dub;EsEtxoyhFTgfvudcy2VwwQJ1qA6BScLUW39PKpYczuxF;122490.8904
968z8KLFDmPCwDs7pqLuE5yAZ8xTt1tfD8YSN4vdELSJ;5tq4wWgnwRiJVU6nakZrBCZJ63pMEZJxmVrL2WnZ6yQv;122339.1476
artol;C4MqmofwTAQKYjRawSSN9NhKXd7J78tPnZGLyNSXV2To;122194.742
Adorid;GuxBSrv5jnSwwPepkqnmkM7YCBSakKanbnw4BKMdda4j;121311.911
alexdcrypto - stake2earn ??;6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn;120573.5832
Solana Community Admin Genesis Node;2dCciM6aFdDXeiirHNTmkxh9Sda1DwfPfF1HVNZSrPcE;120419.9429
Cyberili;BohPTSY4vvjGd9ARFqDJjRaHZKP4bde7ewBq65WgRGmA;118570.8889
6hpMTcU76pCkSZHG1qdfw8ZrM9rFwFCpmKZWqBc5VXr3;J8xfTV9UVS1cdaZj4toDd5Q1kgJ41buq19YDB3xH77AU;118286.2121
JokeyKitty;J6XZBDuUpuBzgcVGmY8NgHQYKbGZegoYmbpadAKo1qRw;117232.3834
cotikon;EHhxJpoAZXSSmUBhUXUMNd29verm4WdmaHQ2eZtU7fWR;115338.9835
SOL;GjYzNftUGedbXZXMVm8P9HsvJDosFgPEwJSzjswuDZv6;115189.3267
fly;H1wiu8FvJZ3UqUCGMNfVeAbtB7YJMcL9aHGPJdvPNKTm;113934.2681
BPKAfGkkzF5u1QRjjB1nWYYbPMUCMPJe1xZPmwEMNMCT;9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x;113775.6974
Bukovka;B1UaJwhZ9rmB6rUwCikMCkYEPVgpGYgmmrKqfAHCZanw;113411.9371
B9xWSEdL8L6G9GZDz2gETwiFEpPpX8dx6fjnSH3S8yEQ;3RiujAyKdpykTfVB7NcTBwMn4E7uwdczf58ub1vMxhuK;112115.2909
Df8inLU7AzpYMPUZXVdU6Vuy29cuWBuqv3kevNQsn9zu;5DiDp2gFM8eX9LV1yxkZAkw6f4v6ChMG8Kq9uYHiLf9T;109852.0703
LodeuWMHPiPj2PUHUyca2bkpFv9HyzR3gaDBmGJ9TSS;LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq;109471.8071
Tuzem;EujFnyMz71DXdN93GeSCDU7pFiy1vrFG7cAbtfAhFeSe;109119.8968
BitokuDHQiAhpUKrwx1VssAAoW5Rst8zB6gpfoaxM3Kh;6hZL2FZim27WkQccMfygvvXH2eow5u3wR6XUJHbMoeWP;107455.8915
FLVgaCPvSGFguumN9ao188izB4K4rxSWzkHneQMtkwQJ;5yHqB3NxovCEMUniQCboaPRMyyQ7kQQF4QqvC4vaz78z;107274.1806
Fire6ZGPLaqBBGWXC8PgweVjREVXRhwzgRNkdGs1wfQM;SmithX2hngQMZXVN36C6TsyjthTU3YnsALAs1MaDghV;106950.8044
HashQuark;CRzMxdyS56N2vkb55X5q155sSdVkjZhiFedWcbscCf7K;105433.6715
sotEf7Y5db7uEviYW4x4Xe3ZE3RE3H9mGyajMBozGun;BFx4GGeS6s66HGux6oy7jMwiKPu6sUAJrzhK89wHun6R;105340.4256
7QYESzKZ1qttXDND58pWPpH5tBhEcwBWxa6GCJNTugF7;7r4qcfiaWaZ8i9zW2YjqgRLEpGGE7L5hfW8ncpF1HdTs;105137.1954
CquA9q57TYVr9uvXvk6aqAG5GGKk3mUL9C8ALyAsUeWg;F1FkySZudpAUwfzcgrGVJTrQKFGg2bxBMJooNhRX1RBB;104215.8889
FFMkNFYnxX72q64e3natc2bGNKjPPsTxqvx9T3uSc7x9;2M26FhokEP7E9mqci57CWB7yQV9mCLLuMfVtyZ4RhDRW;104159.9964
Ey3DkEVbfBxfWmkTsG7Hqj7jshYf5Zx9H8462Zjjkykf;GA2t11gJcmuZ4y7pShTzgYDkxVaJaVQJqkVUqojhPPsT;103957.5382
3Kzdcmu6yWE4AEhFdxAoWncLijpwzNB95JThHRXzvf5k;6GoijNiK3JZVAY96ykCfPhcJnrQfrQMLvrQaX5HyMVhu;103170.0478
AXX64w9VS82qbM6WP5FHSPK7qbnRtzxyAvjARsencqrZ;De4k4hrdkxFHmAx4nVRA3g5ukdg4YqmDLdwuYUcrjjud;103166.8237
6dtVKjb6vRwNAekki2FXhKv8WTNzQ3xW6HWMCNWqtoDy;eondcw2upjH14EuvBzmn6HfGEGo8t9hG9JbXtPj6cym;103065.4866
FdRZaVGSJ8QBdnhyX8ZGfRUEs4tBHUKYEHADL4Vo3JWc;4hoZBjJrFqJf9Bhop5sAwdidFM8qM88EQJQwbfgs1pkP;103062.3938
BCed1vFJbNXWgycFoTgawYC4XW9HiUM1jJnApsCzBYZd;3TZAkZtKuQe1B3wffyke6WNy9Z7cLVY9xhR3qT1hVEqv;103052.8259
J3jZnDWMNHiQVuVDRM1PhYfFRMWwMEAMark2oiwQMzcu;6SmEcnuXJ3ZYqJWTqCoPQMhfvey6PfWb1LebLzoH3f7m;102863.8411
E2CDEydLiR9oxS58bdRNdoxmd8vDnWLmEE8VZLQ6dmYG;We11J5D4iXcNbdMwCZX2o9RRkwaWBo1AGLADfubmeTb;102721.2488
DLFEnb17MA8LqPfZjU2qw8GNrtW3Fi1o1jFMAvumpYcA;H7CfFGvmUHWvryBKAaVibVxz85SYmWyoECx3CjLHq3zC;102680.5648
johndoe;EcjtYtuxBuupjeyXNdttATwoQoNL5Ck7bmrqDCj3ALT4;102477.3424
DXsfUZQe25CgChBBq7NdFqGfZsu5VC5YWW6Rz4sA49Gi;5bTe8MuMyP1A1ahXHpAkFrhQybNEQuKgU5QhpnQRKxuQ;102439.371
771ntpheTk4J59VMgAZcmukqCp2LTPdZQ9dEB3RVKGWH;4B592mQ6JbxPwpa3iY3nDgLH9vzppRgG54Y3ZtMrYcSR;102428.0099
ACqmpSnHKkwPaPx7p3MEHh5WFQeRSHyxBUTygtKsn7bw;JEJ9KC1aQgcYigTG386mkS85J3EGVPkKib1Xi1otypWJ;102423.6381
Hm8YczcD3tqoHmESwK9ySdFJX3uBBLBMqNKWm3LghW8W;EsQSoAgPq6wiG8aF3ogzkGWxpyfpuWe9P3GMv7JzCbpU;102392.4624
5jYQbBqYpngfESdTxVe1knYvFV7MG76UoZXi7R2ycm4d;HTtwGKgQgsQCAFDPBgN7LabHTMEkUpmTnFqEo5cBcquR;102279.0347
6RmSMaZbyb7SGKLp34MXY2qkFePZh41Frs79xJgEg5R6;F2bcoVhE2he5DCruN4PKkWAriNXs2VWty94n9CCdWZ8s;102254.2277
RockX;AGXZemZbyZjz5NBhufcob2pf8AXnr9HaGFUGNCfooWrB;102173.7334
G74hWrSGoRRmvBYtiTttLSZ1Cue4kzbMXxwB2WqFvaLj;ASrBTnxfvt8uY164wRrM9xXP925yoHzoRBnVYU5s7DEs;101998.6222
8Gr59dE1LhRdKeN7EcAFAoKSk9XYVUVPPL7zWc8myrma;9w3YAf77BSGLQXahTpwAe9U9mNdCXkqmxH17uCyN1wyH;101972.0555
akexkuz;g4MMQmzT7182jBvyUebMvsgvNM3RVrVFFJd9tRjWXhf;100766.5171
YYYYYYYYYYYYY;C6DEs3i448uhrsWMMnWYq7WsxkujcgADrCJQ4AMJ8ipj;100632.1278
9U4WqNGVywKt3gG9HSt9tGVXBDXJvgid6BVweRysaJmg;6hTLQ5HSdWcpZkbXmZxXaGjCgTh7zh8UeWKWKgGE1BPp;100388.7571
SlavaMo;G7akZgkcuqr7Vw1bHXqerKeawQ2Uc1WK9VaYq9APWNLE;100077.5031
HpNN9PPbBUMQ1XEdonS8oWgRSkzQpsc3U8vP5HTZ6K9d;ALLESvwNJwM5RMn6sJtm3gw1hgpfixTr2o9qEgpAE3JD;99998.0024
maxfillipov;GptPXjYUBUjxpRmueH6F5JcqizvjPTRDShTJQ8Vp6uN1;99891.349
Perfect Stake ??;83c5NZebvsUQsL3e9xb37nHiYchLCudDYtQ5Z3gLnLxv;99230.8879
4FmEDLkPoBem52nRWENDWJCJrKH3T7cyqtSq5fghwg9i;9xSvmMmFmG9atApxNDH5MY3pxKdicMKAGf7dNrwbTV1q;98662.1889
7SemrpW1SnhndK2ceWaRQKeAbTY7LdBaA1ctUmFg6jmE;CrLn7zEBytbmRBUGhkDyyUbGCa6H7bMCnw94Dip8QbcJ;93764.1212
S4Mar;9wQQnnnkk5b5GkQWTW9L4kEA3CjFv6CqsQd5gt6tRsHK;92967.6131
Gaveljas;BUyTfHHrp3HQ4TQXaXrRrNuhLsbz23auKYNrxkQRfViP;91911.3327
0base.VC;5BAi9YGCipHq4ZcXuen5vagRQqRTVTRszXNqBZC6uBPZ;91410.3092
Alpha Virtual;5CgQubGD1uwodwCe5UXDADbC69SiqXR8qq6pDMSm7ut5;90702.9214
DJHsoHQvqYjb8G2Ni6XSbBSHxmycMAsZksRDytQ2bntK;GwjRJdT9nKmegq6a8nyvEPfoQZUSPp6N4KmWAUMo76aU;90530.4707
A79u1awz7CqnxmNYEVtzWwSzup3eKPNW6w2Jrd56oZ3y;6UDU4Z9TTbYy8gcRKBd7RX3Lm2qMsSR4PMuzoyYPzLma;90041.8556
infraSonic;6HNqJpARCvuabtvJFWXbTedMrRpZHZYd7MgYmuFhcbXM;89813.9687
Butas;7LtXiFCXqxwntUkTfzMAmS8TTehK8m3cbzx7BgvYFTiP;89747.75
Huva;DTWh2VQuUJmskHuZWy1KLNvzKqk7PeMkCoaNvZy415U7;89716.4111
3KHmsX5XjbyapQrWRQgEbord4NkQHSZ8YTZm9zeJbSf5;GsKtF8HVPosua1DcReDSJ2bgibNcfhQcbAtrVfp93cvS;89628.747
smokingroove;CDVkS2zVVHqiADfap8W3Mb6ZMm4KUKg4igE8axtHqFKT;88621.961
stakethat;8xV77wuFP5BkMDdb1845hRRWZNbDNAbcV75BjMuViWpf;88586.7845
Serhio911;FXcZJuQwkcQpw2YrkTaxWJ6rnw4P12wvULttviMRn655;88400.519
EwUVzgSPe1zy2hfUGZxJAEP7Y1wheNgNsgratbzPELru;438C7o4cJrbchdmxEPvFgaE5g9DocWKeSc1k4E1aY7qw;87867.7093
????;EkLA4nA5jtM2t2FkNWo6XWAyvQyaJJUZoX5p7LMawoaz;87725.244
Sotukker;E8LaCcF1nuanxsXozu6eULNw32M1joBja9QjpcLiHYxe;87670.2273
cleverFog;55d6G3qVzKfZ5ZWQxaExw7rJSZ1sRg5EQfXaJAo6vwwZ;87583.405
Pastuhov;HgovzvawYMRPY6Go2kaQF1vLR4rNixooHKrUWSH6aW4C;87558.935
NeNa ??;5RCD4pZcKH3NHN4XHxvsnVAawSaConLgsZbreSN5dXpZ;87435.4583
Abrea;DLMhVf7xXa8R2D2y1fZSRVQwXdup7EfwBFbttzn5ppnC;87224.3355
Mantdance;GQWkfg91PsW6A7vPVCHN5SM5umBERMKjdyqzhB1nqQTB;87216.5868
elephanton;FkK9cat6c8zhLXeYFn4UTvy6fnSLB4p6SCbRQQfdFkkP;87207.8991
MoonyTonny;2BGBakG9kjmZAaygVmAuUrBSqBZt8p5FVabbStxHEXUj;87068.0285
varevert;B1rr3WM3fYZMaaUQ8SrMzdUojTWExubWKikL5CJgeGdP;87052.2755
Headroom;BL1CZTB8nZShHexKt2jWmHJe4jShRSbRn71BGhmYSFc2;87028.8616
BottomGlas;F7oKL1VEeL5YGNwyFZABpiBiT6i6N11HYJex7jGKSpeZ;87023.8913
Angels from forest;9goiZ54nbkF7CyUYNFfzRAgPjmSDARxLSBEuNnSrunn;86981.0354
SalenkoMix;DuGCGy6inpKrECrBMWissxMQtqgAy8EYjY6CgjVk8g1b;86831.1522
Frolvic;EgxeaUnq3ZrZBqBDwfK1SMckhF4DKT7bfxitc1vdAsPC;86743.2433
CAN9K3yvj96kpP8hVJvf77ATPHFhEMumqPrutRebXVDi;AE6xdVD5e92ZgevjWAamoF5kuAu88AvmUv4RRdBcoyz3;86740.8009
Uduguguch;9SE5oHdQ88rVFPcJZjn7fNGSXhU7JQfZ5Vks1h5VNCWj;86518.3253
Celestyn;6UgxzgqkEyXMwPtgyDZSn8WGzJ5GdSWG1bSPvy7V6QwV;86424.8473
5zuNci3TV79w6zLoJZzbZujMvkVZb2FcSPhgv9aT24AK;76DafWkJ6pGK2hoD41HjrM4xTBhfKqrDYDazv13n5ir1;85758.011
mint13XHZSSxtgHuTSM9qPDEJSbWktpmpM4CZxeLB8f;mintrNtxN3PhAB45Pt41XqyKghTTpqcoBkQTZqh96iR;85486.9982
Validator Deftonena;Dyuwspj5UMn6tKPLdHH9JPQShdhJSED4HGdAQ7wm7uq2;85371.3944
wpd8e4dzFVnCQY3jPuB9J7pKYQd6Mstz5tjWzF97Kxb;G3wJM4gfVhkSapswtSgtQ6HmYoaiXY77asK3pxJTxeAX;85093.2952
Helblaster;5PKBzZEbwGEXhQj47eiwH6RHAPSCxcVhdYcFttW5gLWQ;84918.3693
6mdtNmZpSycAZKXKy9JkkfdEZCMcnuyuA7fzdnpUohZr;9TUJdBxnHvAapYoq8cVFgh1bMbTh6GYfY4etDqWVKXAT;84828.2834
Flukados Node;5GNvvKabvabkBeFRoBrZEBbBXY6VDEYtzs4B84xH1amB;84815.9596
AiBEt9kE8yZ4CnaLfTCGMp7Fg2wCtqhPTfvJ8D3zrLfu;H9p8zGs56CnL4b7RrbwQ6htc6V4K8PUtKvqH2m7hYAtL;84191.9245
Staking Hub;6GJ23VmcWCVnm6iATqdmTjX6JeFDCCaG7PuRh5ehn9af;84131.3198
Block One;F5XcsWb5YCA39hLGP1tpUZDScTTgn1k2UeHXyaFpGXMj;83972.5334
bXrKVQy7ioxnava8tfpnB77mnV5S75R6icpDVyoZvTd;bXr9MyoUAaGusQZ4gaUPmSZByHAV7RRGr1FhCW5tFh8;83856.389
8n9KRHDRDuZErZwdwzhtsTFJxmHqgCQ4ddZcdk6GMzvQ;xSGajeS6niLPNiHGJBuy3nzQVUfyEAQV1yydrg74u4v;83228.7989
TemperStake;2naPB8XC4FWp4er8M2nxDsphXHEyQH2CSQMFaSHxWWd8;83074.6944
troo;XBtfuT5gYU27UAukT3pEzgiKgHpHNQhSoa3zX2PYtiT;82956.9901
4daH8Aotxpk68HsMvws3P5AQL3F1gVTA44jqLaB2GuGx;4sFsBDei4m7UXwuMeAGVmnJxZe9peJ5tvq581HoT9aH9;82953.1955
spaceman;462gkiydfX1ks7bzS71j4k5uLZaonTzcz5mfJpgLGe9k;82941.343
BePositiV;4nCK62aZ126pC1krepWXXxgBJGgPUGEWni2iCABZop81;82830.5404
DCkxkT7pJ6vNZZ6uZwv4mAvTEQtqqGZ2pUsVQ3U6WtcK;DbvxuUhsh81y3f1NrqHEHbWA6xJfVbfY3eNTa1rFoWzQ;82815.6757
????;2PC2DCk8C7n4jhXA427a1qL9CFRu7PtrzKHixU6LXocN;82803.103
nga_validator;9K67smfw8hDXmtnR7uvP62WrKUcB7oZ8cvpsB1hmrCzf;82744.8166
Sarmya;VNbW721iu6uVkrx246N2BiQth8u4b4SCPJwH3JvUovD;82694.085
4rj8ZU5KV4fFh3iEKCJfin4ZsZGXSo9dhQi2AV7G4z9f;EHSN8HePAJHpaMThxxcS3Pv7X6q5hVg259Q9MtXEuY1h;82650.3048
245B9WFHUGuWycSXHagHXwsXGcxDkNYfxWBaeh7vAHDU;BfF3vg8UFcwTkFJNgQ7KQTAZBUWegF3spPm79d71WNwo;82646.5863
2zAbHUpE4MRgEwq1MWh3i9aJyzazSjUUPrmhNViqQn5W;ESjX2jRuvdr2a47JfEKjP24gNsgreE9PvSpkw4t5Xn2M;82634.3784
NazarMB;GF9q1CPvyjZhAHex6wkGqeCioEkLGzaGJUF1QgZwGFwa;82630.7052
6XUsoRDfb5YrGy5m6HsSiMjFnSvKKbn83qfadKLeswKe;6ztDG1XRZiuXtoCotN51kUPtdHXwRAgRiVEbbUfoQ6CK;82340.7486
cyberG;9jJNuZE4EHTrz8xiTzmDGjJnCn5dGmruCyUwG1vgdHZR;82079.714
7MTjmteQHhthwwTZhUzsc2dP4NBvGNRqj8jzdqNxHFGE;ENVaKoD7ytn58xJ8s5htFfQ8hqQt1G9dcPUDqbSwVcgB;81876.6497
Klamenzui;9y1fMDRdYaYbCSWEv3sivjns4Sc7eDW8wFQYT1DnCsQa;81814.7256
4FozAhZhAo8ZTuzNHeAHMDDLqWmRwioWBhFqybZYHamV;FXbkkbLWH4PxSK8t1JmKAHn4pEvGsCFyMT7pfgwm62us;81611.1593
PoSFreak;3iPuTgpWaaC6jYEY7kd993QBthGsQTK3yPCrNJyPMhCD;81610.423
Valid Blocks;6hkfqeNAbURk7CmAQsP4Qm6WwHVF4LxHupEvQf7Tkrf1;81339.1184
Inotel;9v5gci7uDiaGKRmQ2dn6WJMB94YqFaVFBTiFzBzNhyaw;81118.6428
CzGwmDgeqcBzBvi9xrExS6aSGRMkzJoVSnF8Ly61FdND;2wfU4z8jyUfE7JLEEgy5eieibAKX3zTZiGPCsrQUajhb;81033.7499
ushakov;J6hFEnGhsGxTyss6DNW9aNQskPZ98gD8P6Wo1F5MBsCK;80981.6372
9At1zZEmGvuHHjDCh2mzfu7EKfn58xgJ4QKKoN9H43dq;28E8jAYguhHPuuMKxQJpSmU3J75zi6iFmktYbiam8eyS;80970.8153
2PhZQmjD6tskjVWKbLRUoVw5CpdBZ8jECCVhRCSQeM3s;9Lqdoxm4LxAYCXWaCTxwFQF78KnMRbcjadNm188k4KpK;80842.6347
Hhn4usDjnktbPURJHbi4YrPdKudBD5Qq35mTcaQ3Uu6;2PpHNHPLseBb4doTu1ajTwAxCrjmu7ubReDHKPrjxi9F;80827.0712
BwxhmqZRmVKfDkhb3ZvNUVdrLZXQBumMrvexoYrViAoU;14YCghb1uYPreALx6arirtPAnoGghoPH2Ac6gCmNQdq7;80795.8937
huglester;4QhNoG3PN1FXXFhAEA2QWdor6xjXvM9pjq6MXAUV8Zg2;80778.0145
carambon;3ywgnXHYqMZ9LAYjXxHPMxMHMQ1EDom4Pcm8whin5JPd;80748.0163
ABC1U4cf9DZMwqy8ktEr4WJj8VHmVBQibbC57gEJthwY;abc1zP7ihWsgQW8z5YmfQNqMckJE5Dfx8fwUNMNVNkY;80610.6037
GdwLVjtBMZEXZiLV5iNnzSgunYmr1D4Fz2CDcEsT6HA2;DX3Rpy2drSHvwS85EEy29wH3LQG2ZrefoYqhroeJSzY7;80308.5106
Averonix;4n4KiUuRwgAqdTh6ag8WRy3ibL2gbWTVJPfEGw3SAsHx;80261.225
gunray;LneJvrSDJGqfpbsKHPfyaxSPecBtqRHTJnwyBzG4vPC;80242.8317
Stardust Staking;5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z;80179.5195
Andrew38;4PTVcstjs4s89uETGapnjTNPDa4XfHF9kLUu8WCeYNQb;80108.1304
Buburuza;4tuMshQNpAFpy1YtEHnSsE5EPN1mAT8FevWvn2UPJHNM;79960.9857
qwertys318;GTeoHau1SpLhoiDGJdQpGd7AS3gyaFLgGVG2EHQRHoWp;79737.9394
BJevND8rrW5f9AHSysSGTtDWKcARxSpzTyDAvCm26Qms;32PqUswoHFz1mEYqm4bsxyZmtXFQUc4x6a4JjLNwhHVo;79666.2105
6aCna9ZopJJUuTijkuKLmd57tnMco8KQBH7J8ydCjT2r;GSXjVH8Hgfg1kJQbi4KD8P1Zme8ir3E4S3dF7cWL4UKs;79345.7378
J2ofWwssE7YEMrpN5waPQgboWgLdwprsfXUu7vXaBona;2YNubqM7eHLEL7JnygJYSWPq42LXYKiL5GkXfvEbZGQW;79305.5852
